folio_i,folio_int,sexo,edad,peso,estatura,imc,muestra_suero,ac_urico,albu,col_hdl,col_ldl,colest,creat,glu_suero,insulina,trig,hb1ac,ponde_venosa,estrato,est_sel,ponde_hemo,riesgo_diabetes_cat,nombre_completo,nss,CURP,unidad_medica
2024_31023041,2024_31023041_06,Mujer,21,77.2,141.4,,1,5.7,3.3,33,84,123,0.49,94,25.5,163,,"1,099,504,961",2,312,"7,038,523,745",0,Elena Lopez Lopez,35886227288,ELM57023041HDFRRA01,HGZ 1 - Centro
2024_19012001,2024_19012001_01,Hombre,74,,,,1,5.7,3.3,32,79,118,0.78,132,4.2,104,,"1,346,960,384",2,192,"1,790,575,104",2,Antonio Ramirez Garcia,20826771761,ANH32012001HDFRRA01,Hospital Regional Sur
2024_19012007,2024_19012007_01,Mujer,46,106.4,161.1,41,1,4.9,3.1,34,74,116,0.46,103,18.9,134,,"750,914,397",2,192,"8,024,677,542",2,Elena Gonzalez Sanchez,20829119303,ELM38012007HDFRRA01,Clínica 14 - Santa Fe
2024_19012017,2024_19012017_01,Hombre,39,60,161,,1,4.9,3.2,61,28,92,0.64,91,1.9,48,,"1,220,199,371",2,192,,0,Javier Martinez Perez,64704147597,JAH68012017HDFRRA01,Hospital Regional Sur
2024_19012028,2024_19012028_01,Mujer,47,83.9,157.4,,1,5.3,3.5,34,72,143,0.62,101,20.7,399,,"102,597,156",2,192,"109,640,872",2,Ana Martinez Rodriguez,79726691278,ANM58012028HDFRRA01,Hospital Regional Sur
2024_28009001,2024_28009001_02,Mujer,69,,,,1,3.4,3.4,41,101,150,0.47,95,23.4,133,,,3,283,"27,868,837",0,Martha Hernandez Cortes,94925583509,MAM39009001HDFRRA01,Centro de Salud Urbano N01
2024_28009010,2024_28009010_01,Hombre,62,,,,1,3.8,3.4,22,82,134,0.63,79,11.8,261,,"961,444,364",3,283,"2,086,971,837",0,Roberto Perez Ramirez,36929085921,ROH53009010HDFRRA01,Centro de Salud Urbano N01
2024_28009035,2024_28009035_02,Mujer,77,,,,1,9.3,3.8,31,57,164,0.89,100,4,330,,"6,368,670,847",3,283,"497,118,081",2,Ximena Perez Hernandez,99959021039,XIM56009035HDFRRA01,HGZ 1 - Centro
2024_28009035,2024_28009035_03,Mujer,37,49.65,147,,1,3.9,4.3,36,65,118,0.6,80,6,128,,"1,301,049,779",3,283,"11,469,238",0,Lucia Martinez Rodriguez,98906016513,LUM69009035HDFRRA01,Centro de Salud Urbano N01
2024_28009051,2024_28009051_01,Hombre,63,,,,1,5.6,4.1,49,103,165,0.69,75,1.1,128,,,3,283,"2,274,149,996",0,Ricardo Gonzalez Cortes,10765388887,RIH75009051HDFRRA01,Clínica 14 - Santa Fe
2024_28009052,2024_28009052_01,Hombre,84,,,,1,3.6,3.7,43,119,188,0.63,87,6.6,175,,"2,498,852,656",3,283,"2,274,149,996",0,Eduardo Perez Cortes,28905984282,EDH37009052HDFRRA01,Centro de Salud Urbano N01
2024_28009058,2024_28009058_01,Mujer,38,90.65,152.1,,1,4,4,35,86,134,0.53,104,78.3,139,,"1,478,465,658",3,283,"1,303,322,501",2,Sofia Cortes Cortes,49889428326,SOM30009058HDFRRA01,HGZ 1 - Centro
2024_24013001,2024_24013001_01,Hombre,73,,,,1,4.8,3.7,34,92,134,0.78,109,6.9,103,,"9,314,828,904",1,241,"4,840,164,569",2,Roberto Hernandez Ramirez,35738128321,ROH48013001HDFRRA01,Unidad Médica Familiar 22
2024_24013003,2024_24013003_01,Hombre,39,69.2,168,,1,5.2,4.1,33,96,162,0.83,99,6.2,194,,"1,451,588,598",1,241,,0,Javier Garcia Cortes,77805584493,JAH55013003HDFRRA01,Unidad Médica Familiar 22
2024_24013008,2024_24013008_01,Hombre,37,66.4,155.5,,1,6.4,3.7,30,84,118,0.77,103,7.1,102,5,"1,451,588,598",1,241,,2,Ricardo Martinez Gonzalez,22869647077,RIH50013008HDFRRA01,Unidad Médica Familiar 22
2024_24013009,2024_24013009_01,Mujer,78,,,,1,4,3.2,39,93,128,0.71,97,5.7,89,,"5,103,766,118",1,241,"5,127,315,056",0,Maria Ramirez Martinez,82986575860,MAM59013009HDFRRA01,Hospital Regional Sur
2024_24013011,2024_24013011_01,Hombre,33,88.65,160,,1,8.4,3.5,34,95,182,0.74,121,18.5,688,,"1,451,588,598",1,241,,2,Raffael Sanchez Gonzalez,65929516257,RAH87013011HDFRRA01,Unidad Médica Familiar 22
2024_24013015,2024_24013015_01,Mujer,71,,,,1,3.4,3.7,44,90,146,0.37,100,6,106,,"5,103,766,118",1,241,"5,127,315,056",2,Ana Cortes Ramirez,37746666140,ANM69013015HDFRRA01,Hospital Regional Sur
2024_24013022,2024_24013022_01,Hombre,42,111.8,168.6,,1,5.7,3.1,25,61,106,0.96,94,21.3,186,,"1,462,168,597",1,241,,0,Luis Rodriguez Rodriguez,50718459967,LUH43013022HDFRRA01,Hospital Regional Sur
2024_24013025,2024_24013025_02,Mujer,37,53.95,146.9,25,1,3.9,3.7,39,105,149,0.52,93,9.8,76,5,"2,578,472,988",1,241,"1,112,784,303",1,Maria Rodriguez Martinez,63954794173,MAM38013025HDFRRA01,Clínica 14 - Santa Fe
2024_06002001,2024_06002001_01,Hombre,63,,,,1,2.8,2.7,24,67,92,0.56,182,9.4,103,,"4,363,004,573",3,63,"9,004,600,685",2,Luis Sanchez Sanchez,20754430033,LUH12002001HDFRRA01,Clínica 14 - Santa Fe
2024_06002014,2024_06002014_01,Hombre,52,81.6,166.9,,1,5.5,3,56,86,165,0.73,84,9.6,283,,"4,097,237,878",3,63,,0,Roberto Rodriguez Martinez,98799620642,ROH58002014HDFRRA01,Clínica 14 - Santa Fe
2024_06002014,2024_06002014_03,Hombre,29,90.75,168.3,,1,5.5,3.8,41,113,156,0.79,82,10,186,,"3,951,204,578",3,63,,0,Javier Ramirez Cortes,15776354002,JAH10002014HDFRRA01,Clínica 14 - Santa Fe
2024_06002020,2024_06002020_02,Mujer,52,80.1,157.9,,1,3.7,2.6,29,71,95,0.66,106,16.7,61,,"5,391,613,825",3,63,,2,Maria Lopez Perez,13746123080,MAM66002020HDFRRA01,Clínica 14 - Santa Fe
2024_06002020,2024_06002020_03,Mujer,22,58,155.5,,1,3.7,3.3,36,99,140,0.59,84,19.4,79,,"3,847,275,505",3,63,"8,778,324,259",0,Martha Sanchez Lopez,49995599073,MAM94002020HDFRRA01,Clínica 14 - Santa Fe
2024_06002026,2024_06002026_01,Mujer,67,,,,1,5.5,3.4,42,79,126,0.77,159,9.4,105,,"243,758,786",3,63,"5,572,803,922",2,Isabel Martinez Garcia,95954286413,ISM88002026HDFRRA01,Clínica 14 - Santa Fe
2024_06002039,2024_06002039_02,Mujer,32,59.8,156.3,,1,4,3.1,36,40,78,0.57,89,5.1,48,,"1,055,138,118",3,63,"7,382,893,641",0,Lucia Martinez Sanchez,20839179183,LUM85002039HDFRRA01,Unidad Médica Familiar 22
2024_06002041,2024_06002041_01,Mujer,48,47.35,153.3,,1,2.9,2.7,41,68,114,0.58,90,6.4,59,,"33,539,187",3,63,"3,914,428,048",0,Isabel Hernandez Ramirez,70929595776,ISM87002041HDFRRA01,Centro de Salud Urbano N01
2024_06002047,2024_06002047_01,Mujer,57,90.55,170.6,,1,5.4,3.4,33,63,106,0.6,95,60.2,115,,"33,539,187",3,63,,0,Maria Garcia Sanchez,70719781048,MAM54002047HDFRRA01,Hospital Regional Sur
2024_06002047,2024_06002047_02,Mujer,24,74.7,167.3,,1,4.8,3.9,63,72,141,0.65,90,9.6,62,5,"3,412,726,011",3,63,"3,475,106,699",0,Martha Gonzalez Cortes,52759194994,MAM99002047HDFRRA01,Clínica 14 - Santa Fe
2024_06002056,2024_06002056_01,Hombre,65,,,,1,4.9,1.5,34,59,92,4.6,181,6.6,44,,"5,121,188,193",3,63,"323,056,054",2,Luis Gonzalez Martinez,12797965708,LUH85002056HDFRRA01,Hospital Regional Sur
2024_06002060,2024_06002060_01,Hombre,60,,,,1,4.3,2,18,35,61,0.63,77,19.6,93,11,"5,121,188,193",3,63,"323,056,054",2,Juan Hernandez Martinez,75925872731,JUH31002060HDFRRA01,Hospital Regional Sur
2024_06002067,2024_06002067_01,Hombre,34,103.85,178,,1,9.8,3.3,27,58,98,0.94,102,9.9,116,,"6,210,342,381",3,63,,2,Juan Hernandez Garcia,50969820842,JUH83002067HDFRRA01,HGZ 1 - Centro
2024_06002068,2024_06002068_02,Hombre,37,146.1,178.3,,1,7,3.4,33,96,148,1,238,37,215,,"6,210,342,381",3,63,,2,Eduardo Rodriguez Ramirez,86939644357,EDH38002068HDFRRA01,Hospital Regional Sur
2024_06002074,2024_06002074_01,Hombre,24,100.3,173.1,,1,6.2,3.7,36,91,129,0.82,89,9.5,124,,"1,099,740,577",3,63,,0,Carlos Gonzalez Hernandez,95825655200,CAH24002074HDFRRA01,HGZ 1 - Centro
2024_06002075,2024_06002075_02,Mujer,32,100.8,168.5,,1,3.9,3.5,32,73,114,0.54,91,24.4,165,,"164,809,652",3,63,"6,871,075,765",0,Ximena Martinez Lopez,98808294005,XIM92002075HDFRRA01,Unidad Médica Familiar 22
2024_27005002,2024_27005002_02,Mujer,33,77.2,143.1,,1,5.7,3.1,28,68,99,0.54,87,12.7,119,,"1,771,223,366",2,272,"1,247,413,185",0,Sofia Rodriguez Martinez,29805231871,SOM10005002HDFRRA01,Hospital Regional Sur
2024_27005011,2024_27005011_01,Mujer,62,,,,1,5.7,3.6,40,80,134,0.46,96,6,134,,"8,310,906,237",2,272,"6,359,531,255",0,Ximena Sanchez Rodriguez,53905648944,XIM96005011HDFRRA01,HGZ 1 - Centro
2024_27005011,2024_27005011_02,Mujer,21,63,146,,1,5.4,3.8,38,85,137,0.52,99,52,100,,"467,630,776",2,272,"7,784,665,264",0,Isabel Martinez Hernandez,59996283473,ISM90005011HDFRRA01,Centro de Salud Urbano N01
2024_27005017,2024_27005017_01,Mujer,41,59.05,153.4,,1,3.6,3.3,37,87,132,0.56,79,14.2,106,,"2,349,805,779",2,272,"3,911,729,588",0,Elena Gonzalez Rodriguez,19904038289,ELM43005017HDFRRA01,HGZ 1 - Centro
2024_27005019,2024_27005019_01,Mujer,41,90.8,177.8,,1,3.9,3.2,32,126,183,0.44,93,44,273,,"1,113,755,208",2,272,"7,843,804,219",0,Maria Lopez Hernandez,12817256741,MAM97005019HDFRRA01,HGZ 1 - Centro
2024_27005023,2024_27005023_01,Mujer,76,,,,1,4.7,3,35,149,205,0.73,83,8.6,176,,"1,495,963,123",2,272,"1,144,715,626",0,Maria Gonzalez Perez,50937740946,MAM80005023HDFRRA01,Hospital Regional Sur
2024_27005026,2024_27005026_01,Hombre,30,90.75,162,,1,5,3.4,27,108,157,0.7,80,10.3,162,,"2,261,345,379",2,272,,0,Eduardo Martinez Sanchez,50858154016,EDH62005026HDFRRA01,Clínica 14 - Santa Fe
2024_27005026,2024_27005026_02,Mujer,48,62.3,149.1,,1,4.7,2.9,29,92,141,0.57,77,6.5,149,,"8,934,224,205",2,272,"7,215,761,087",0,Sofia Martinez Gonzalez,83974586909,SOM67005026HDFRRA01,Unidad Médica Familiar 22
2024_03001005,2024_03001005_02,Mujer,55,73.95,147.5,,1,2.7,4.2,57,120,200,0.6,301,9.9,149,12,"5,130,043,428",2,32,,2,Gabriela Gonzalez Rodriguez,90874620956,GAM56001005HDFRRA01,Clínica 14 - Santa Fe
2024_03001024,2024_03001024_01,Mujer,65,,,,1,6.4,3.8,34,122,166,0.82,84,20.6,269,,"1,606,129,338",2,32,"1,025,775,955",0,Beatriz Sanchez Ramirez,21858362912,BEM16001024HDFRRA01,Centro de Salud Urbano N01
2024_03001035,2024_03001035_02,Mujer,39,110.65,161.2,,1,6.4,2.7,25,61,107,0.34,100,10,221,,"8,865,073,414",2,32,"5,980,777,504",2,Isabel Rodriguez Gonzalez,44846251521,ISM44001035HDFRRA01,HGZ 1 - Centro
2024_03001036,2024_03001036_01,Hombre,43,84.7,160.2,33,1,6,3.6,32,144,170,0.64,111,15.1,141,,"1,659,418,456",2,32,,2,Luis Hernandez Gonzalez,52716290708,LUH21001036HDFRRA01,HGZ 1 - Centro
2024_03001042,2024_03001042_01,Mujer,56,73.95,154.2,,1,2.8,3.3,40,101,145,0.62,93,12.9,111,,"3,010,345,274",2,32,,0,Lucia Ramirez Sanchez,67959813376,LUM84001042HDFRRA01,Unidad Médica Familiar 22
2024_03001052,2024_03001052_02,Mujer,64,,,,1,4.3,4.5,40,128,194,0.6,94,18.1,244,,"1,040,481,852",2,32,"9,274,051,527",0,Ana Gonzalez Martinez,22964746487,ANM22001052HDFRRA01,Clínica 14 - Santa Fe
2024_03001059,2024_03001059_03,Mujer,25,74,163,,1,3.6,3.7,47,86,129,0.46,84,8.3,63,,"5,440,107,036",2,32,"5,243,058,632",0,Maria Cortes Rodriguez,85728219364,MAM22001059HDFRRA01,Centro de Salud Urbano N01
2024_03001070,2024_03001070_01,Mujer,53,74.9,163.9,,1,6.6,3.2,38,142,194,0.79,98,24.3,240,,"5,331,536,563",1,31,,0,Ximena Perez Rodriguez,41925858069,XIM15001070HDFRRA01,HGZ 1 - Centro
2024_03001070,2024_03001070_02,Hombre,25,103.1,183.6,,1,6,4.6,47,162,206,0.75,90,11.5,167,,"2,532,391,423",1,31,,0,Luis Perez Perez,57797182753,LUH81001070HDFRRA01,Centro de Salud Urbano N01
2024_03001075,2024_03001075_01,Hombre,78,,,,1,6.2,3.7,25,46,77,1.34,194,12.8,76,,"8,086,915,798",1,31,"4,926,229,666",2,Javier Cortes Gonzalez,49948136837,JAH15001075HDFRRA01,Centro de Salud Urbano N01
2024_03001076,2024_03001076_01,Mujer,72,,,,1,3.1,4.1,35,65,102,0.56,182,37.8,97,,"1,066,307,313",1,31,"8,700,425,618",2,Elena Perez Cortes,47844129303,ELM87001076HDFRRA01,Unidad Médica Familiar 22
2024_03001078,2024_03001078_01,Hombre,73,,,,1,6.5,3.6,37,127,194,1.01,91,7.3,203,,"3,639,571,437",1,31,"2,269,451,712",0,Antonio Garcia Martinez,85859941354,ANH44001078HDFRRA01,HGZ 1 - Centro
2024_03001079,2024_03001079_01,Hombre,70,,,,1,4.5,3.8,40,135,187,0.59,94,12.9,158,,"8,086,915,798",1,31,"4,926,229,666",0,Carlos Lopez Sanchez,77714673203,CAH64001079HDFRRA01,Unidad Médica Familiar 22
2024_03001080,2024_03001080_02,Mujer,73,,,,1,4.1,4.2,54,179,257,0.6,62,24.6,142,,"2,369,272,757",1,31,"1,888,574,873",0,Maria Lopez Rodriguez,50746327528,MAM69001080HDFRRA01,Hospital Regional Sur
2024_03001081,2024_03001081_01,Hombre,75,,,,1,7.3,3.7,40,135,195,1.2,80,5.4,113,,"4,043,457,899",1,31,"2,463,114,833",0,Miguel Cortes Ramirez,70834246890,MIH26001081HDFRRA01,HGZ 1 - Centro
2024_03001089,2024_03001089_01,Mujer,79,,,,1,5.5,4,56,143,210,0.6,114,11,87,,"1,184,636,378",1,31,"9,442,874,366",2,Elena Ramirez Perez,25988057776,ELM77001089HDFRRA01,Hospital Regional Sur
2024_03001090,2024_03001090_02,Mujer,64,,,,1,4.9,3,36,66,131,0.5,81,5.8,129,,"2,369,272,757",1,31,"1,888,574,873",0,Elena Gonzalez Lopez,99995169512,ELM23001090HDFRRA01,HGZ 1 - Centro
2024_11009002,2024_11009002_02,Hombre,45,62.2,147.6,,1,7.2,2.9,40,67,111,12.9,82,5.6,62,,"1,106,296,149",1,111,,0,Antonio Garcia Gonzalez,15828454802,ANH77009002HDFRRA01,HGZ 1 - Centro
2024_11009007,2024_11009007_01,Hombre,28,56.45,157.5,,1,4.7,3.9,37,77,132,0.67,62,7.4,141,,"2,517,737,741",1,111,,0,Javier Rodriguez Perez,58736370569,JAH30009007HDFRRA01,Unidad Médica Familiar 22
2024_11009013,2024_11009013_01,Mujer,62,,,,1,4.2,3.1,33,72,117,0.49,86,23.6,170,5,"3,749,428,391",1,111,"3,309,515,137",0,Gabriela Martinez Rodriguez,86844152956,GAM43009013HDFRRA01,HGZ 1 - Centro
2024_11009013,2024_11009013_03,Hombre,25,61.75,163.8,,1,3.6,3.3,25,57,85,0.68,76,5.5,96,,"7,553,213,223",1,111,,0,Eduardo Hernandez Hernandez,78804627667,EDH73009013HDFRRA01,Centro de Salud Urbano N01
2024_11009019,2024_11009019_03,Mujer,57,53.2,147.5,,1,3,3.5,40,98,157,0.54,63,1.8,189,,"1,124,828,517",1,111,,0,Beatriz Rodriguez Garcia,17918343854,BEM87009019HDFRRA01,Hospital Regional Sur
2024_11009019,2024_11009019_05,Mujer,25,63.5,154,,1,2,1.9,40,96,135,0.21,52,2.4,105,,"1,231,936,853",1,111,"38,570,199",0,Isabel Rodriguez Rodriguez,30858313045,ISM72009019HDFRRA01,Clínica 14 - Santa Fe
2024_11009021,2024_11009021_02,Mujer,23,87.4,152,,1,3.9,3.1,17,68,106,0.43,89,41.6,321,,"7,735,010,047",1,111,"3,994,981,627",0,Beatriz Hernandez Perez,64777752306,BEM63009021HDFRRA01,Centro de Salud Urbano N01
2024_11009025,2024_11009025_01,Mujer,59,62.65,147.6,,1,3.2,3,29,76,109,0.53,77,8.2,77,,"1,492,234,969",1,111,,0,Isabel Garcia Sanchez,24968798958,ISM85009025HDFRRA01,Clínica 14 - Santa Fe
2024_11009025,2024_11009025_02,Mujer,28,44.35,148.2,,1,2.2,3.5,36,57,97,0.48,70,2.8,67,,"3,867,505,024",1,111,"1,997,490,814",0,Sofia Martinez Gonzalez,35996373136,SOM71009025HDFRRA01,HGZ 1 - Centro
2024_11009027,2024_11009027_02,Hombre,20,65.6,159,,1,6.3,3.7,36,81,130,0.99,66,2.9,86,5,"5,035,475,482",1,111,,0,Carlos Cortes Cortes,99767590751,CAH41009027HDFRRA01,Centro de Salud Urbano N01
2024_11009034,2024_11009034_01,Mujer,63,,,,1,3.3,2.5,30,69,106,0.57,109,15.4,94,,"5,390,105,891",1,111,"4,757,695,088",2,Gabriela Martinez Rodriguez,72837187644,GAM48009034HDFRRA01,Clínica 14 - Santa Fe
2024_11009040,2024_11009040_01,Hombre,66,,,,1,5,3.8,36,103,146,0.74,83,8.1,141,,"3,996,055,255",1,111,"2,760,435,929",0,Antonio Hernandez Lopez,92856355639,ANH96009040HDFRRA01,Unidad Médica Familiar 22
2024_11009041,2024_11009041_01,Mujer,25,62,155.3,,1,3.1,3.2,36,87,141,0.43,63,4.2,213,,"555,985,058",1,111,"2,871,554,242",0,Beatriz Perez Lopez,96979659566,BEM55009041HDFRRA01,Hospital Regional Sur
2024_11009043,2024_11009043_02,Mujer,39,70.05,153.6,,1,5.1,3.2,34,90,129,0.67,92,8.1,80,,"1,111,970,116",1,111,"5,743,108,485",0,Gabriela Lopez Lopez,66906090727,GAM46009043HDFRRA01,Hospital Regional Sur
2024_18004004,2024_18004004_01,Hombre,80,,,,1,6.6,3.2,34,52,94,1.1,91,4.9,102,,"771,101,164",2,182,"1,030,783,947",0,Carlos Ramirez Cortes,88717271334,CAH22004004HDFRRA01,HGZ 1 - Centro
2024_18004006,2024_18004006_02,Mujer,71,,,,1,3.7,4.2,74,118,206,0.56,88,3.3,78,,"1,160,412,484",2,182,"9,628,860,104",0,Maria Sanchez Ramirez,18819148531,MAM57004006HDFRRA01,Clínica 14 - Santa Fe
2024_18004009,2024_18004009_02,Mujer,83,,,,1,5.4,3.8,67,133,220,0.88,82,5.5,101,,"7,474,113,116",2,182,"7,512,478,505",0,Sofia Sanchez Lopez,51775054877,SOM96004009HDFRRA01,Unidad Médica Familiar 22
2024_18004026,2024_18004026_01,Mujer,78,,,,1,6,4,81,92,174,1,165,4.3,56,,"5,982,486,621",2,182,"496,414,228",2,Ana Ramirez Garcia,80766650226,ANM68004026HDFRRA01,HGZ 1 - Centro
2024_18004028,2024_18004028_01,Hombre,80,,,,1,5.1,3.9,61,79,157,1.1,174,3.6,152,,"6,274,135,117",2,182,"6,923,872,518",2,Luis Ramirez Martinez,75748096836,LUH41004028HDFRRA01,Hospital Regional Sur
2024_18004035,2024_18004035_01,Hombre,53,77.7,163.2,,1,5.8,4.3,36,86,131,0.96,97,3,62,,"7,534,677,052",2,182,,0,Raffael Lopez Hernandez,53734040606,RAH99004035HDFRRA01,Unidad Médica Familiar 22
2024_18004037,2024_18004037_01,Mujer,67,,,,1,3.5,4.1,43,156,221,0.69,87,7.8,173,,"3,592,216,602",2,182,"3,610,655,818",0,Beatriz Cortes Cortes,24946991960,BEM18004037HDFRRA01,Hospital Regional Sur
2024_06004008,2024_06004008_02,Hombre,61,,,,1,5.4,3.4,48,66,117,0.85,94,5.2,114,,"271,031,639",2,62,"2,963,173,112",0,Roberto Cortes Perez,86778762189,ROH81004008HDFRRA01,HGZ 1 - Centro
2024_06004017,2024_06004017_01,Hombre,55,158.5,177.6,,1,4.5,2.8,34,62,100,0.83,90,15.4,84,,"252,781,443",2,62,,0,Carlos Garcia Rodriguez,48804051600,CAH62004017HDFRRA01,Hospital Regional Sur
2024_06004017,2024_06004017_03,Mujer,28,98.4,168.2,,1,4.9,2.6,36,73,109,0.52,81,15.7,128,,"4,674,006,711",2,62,"318,979,809",0,Isabel Perez Martinez,58778455643,ISM73004017HDFRRA01,HGZ 1 - Centro
2024_06004018,2024_06004018_02,Hombre,28,56.8,167.3,,1,6.9,2.9,29,58,85,0.67,73,0.7,50,,"569,571,023",2,62,,0,Ricardo Gonzalez Ramirez,85744798682,RIH98004018HDFRRA01,Unidad Médica Familiar 22
2024_06004019,2024_06004019_01,Hombre,28,76.4,176.8,,1,5.2,4.3,46,100,154,0.78,93,7.9,72,,"569,571,023",2,62,,0,Luis Lopez Lopez,71766846815,LUH73004019HDFRRA01,Clínica 14 - Santa Fe
2024_06004025,2024_06004025_01,Mujer,35,85.35,164.3,,1,4.7,2.4,26,53,79,0.61,88,5.3,66,,"4,222,256,095",2,62,"4,193,415,103",0,Lucia Lopez Perez,97818998302,LUM37004025HDFRRA01,Clínica 14 - Santa Fe
2024_06004025,2024_06004025_02,Hombre,49,71.05,163.5,,1,6.1,3.7,36,147,194,0.76,85,8.7,115,,"2,021,832,338",2,62,,0,Javier Martinez Martinez,19818419632,JAH69004025HDFRRA01,Hospital Regional Sur
2024_06004031,2024_06004031_01,Mujer,40,67.8,159.4,,1,5.5,3.5,41,159,208,0.68,85,5.3,151,,"6,238,933,403",2,62,"4,257,789,746",0,Ana Ramirez Cortes,90825135240,ANM65004031HDFRRA01,Unidad Médica Familiar 22
2024_22006002,2024_22006002_01,Mujer,52,55.25,148.5,,1,4.6,3.3,30,121,165,0.47,85,9.5,101,,"1,828,329,048",3,223,,0,Gabriela Garcia Martinez,14965191670,GAM98006002HDFRRA01,Centro de Salud Urbano N01
2024_22006002,2024_22006002_02,Hombre,34,84.1,165.4,,1,6.1,3.4,28,97,148,0.53,87,8.4,156,,"5,441,632,609",3,223,,0,Roberto Garcia Gonzalez,65737415813,ROH16006002HDFRRA01,Hospital Regional Sur
2024_22006011,2024_22006011_01,Hombre,35,88.85,175.3,,1,7.5,3.5,34,104,166,1.01,85,9.3,220,5,"4,460,061,521",3,223,,0,Miguel Rodriguez Garcia,56914567507,MIH77006011HDFRRA01,Clínica 14 - Santa Fe
2024_22006020,2024_22006020_01,Hombre,70,,,,1,4.9,3.3,31,90,153,0.73,173,5,208,,"2,764,745,475",3,223,"3,387,228,903",2,Juan Sanchez Garcia,79864280793,JUH44006020HDFRRA01,Centro de Salud Urbano N01
2024_22006020,2024_22006020_02,Mujer,38,66,149,,1,5,3,46,51,113,0.45,74,4.2,98,,"3,427,509,741",3,223,"2,786,080,622",0,Elena Perez Sanchez,93857513215,ELM23006020HDFRRA01,Unidad Médica Familiar 22
2024_22006035,2024_22006035_01,Hombre,66,,,,1,6.8,2.6,26,87,117,0.81,167,9.6,95,,"2,544,067,526",2,222,"2,537,546,502",2,Juan Hernandez Gonzalez,26758738410,JUH71006035HDFRRA01,Clínica 14 - Santa Fe
2024_22006046,2024_22006046_01,Mujer,64,,,,1,4.5,3.3,34,73,159,0.61,81,7.3,291,,"2,389,353,361",2,222,"183,336,835",0,Isabel Perez Gonzalez,61788115651,ISM50006046HDFRRA01,Hospital Regional Sur
2024_22006057,2024_22006057_01,Hombre,50,76.85,183.4,,1,8.4,3.1,49,80,147,1.13,68,2.2,178,5,"1,272,033,763",2,222,,0,Antonio Hernandez Hernandez,67714253640,ANH92006057HDFRRA01,Unidad Médica Familiar 22
2024_01004015,2024_01004015_01,Mujer,44,72.9,151,,1,4.1,3.3,33,89,129,0.65,80,9.8,84,,"143,067,185",1,11,"3,579,127,716",0,Sofia Rodriguez Lopez,97959320012,SOM98004015HDFRRA01,Hospital Regional Sur
2024_01004018,2024_01004018_01,Hombre,68,,,,1,5,3.5,44,124,180,0.87,82,0.8,75,,"1,139,313,242",1,11,"7,396,963,937",0,Roberto Perez Gonzalez,81719797910,ROH67004018HDFRRA01,Hospital Regional Sur
2024_01004020,2024_01004020_02,Mujer,53,61.15,143.4,,1,4.8,3.3,49,77,149,0.57,94,18.5,150,,"5,759,577,471",1,11,,0,Ximena Martinez Rodriguez,92719013153,XIM19004020HDFRRA01,Hospital Regional Sur
2024_20021007,2024_20021007_02,Mujer,35,72.05,153.2,,1,2.9,3.5,42,68,105,0.51,89,25.3,67,,"1,202,616,552",1,201,"8,588,590,832",0,Gabriela Perez Perez,32967257519,GAM93021007HDFRRA01,Unidad Médica Familiar 22
2024_20021007,2024_20021007_05,Hombre,65,,,,1,7.1,3,45,121,195,3.9,159,6.3,179,,"1,021,970,777",1,201,"1,384,331,354",2,Miguel Ramirez Perez,90817355636,MIH33021007HDFRRA01,Centro de Salud Urbano N01
2024_20021010,2024_20021010_03,Hombre,21,94.6,174,,1,6.9,3.9,28,75,126,0.84,99,24.7,266,,"3,517,566,505",1,201,,0,Carlos Cortes Rodriguez,68905450602,CAH98021010HDFRRA01,HGZ 1 - Centro
2024_20021011,2024_20021011_01,Hombre,55,81.5,168.1,,1,4.9,2.5,27,60,89,0.91,70,2.5,82,,"1,916,635,526",1,201,,0,Juan Garcia Sanchez,67729966057,JUH13021011HDFRRA01,HGZ 1 - Centro
2024_20021012,2024_20021012_02,Mujer,22,80.8,155.1,,1,5,3.4,25,102,142,0.65,76,26.8,113,,"1,382,932,963",1,201,"1,856,947,663",0,Ximena Gonzalez Lopez,31816486557,XIM92021012HDFRRA01,Centro de Salud Urbano N01
2024_20021013,2024_20021013_02,Mujer,76,,,,1,4.2,3,45,87,124,0.99,98,6.7,72,,"1,157,891,555",1,201,"1,201,726,482",0,Martha Perez Garcia,72988527316,MAM38021013HDFRRA01,Hospital Regional Sur
2024_20021018,2024_20021018_01,Mujer,83,,,,1,5.8,3.4,38,124,157,0.8,100,7.5,110,,"7,568,866,358",1,201,"7,855,405,022",2,Elena Ramirez Ramirez,23749982889,ELM43021018HDFRRA01,Unidad Médica Familiar 22
2024_20021019,2024_20021019_01,Hombre,48,88.25,164.2,,1,4.5,3.3,30,92,122,0.7,107,10.1,133,6,"2,672,153,604",1,201,,2,Roberto Perez Perez,72994890502,ROH80021019HDFRRA01,Clínica 14 - Santa Fe
2024_20021020,2024_20021020_02,Mujer,25,48.35,147.5,,1,2.1,2.8,32,50,80,0.47,82,3.5,108,,"1,807,981,884",1,201,"2,427,686,536",0,Martha Cortes Sanchez,34986012118,MAM64021020HDFRRA01,Hospital Regional Sur
2024_20021023,2024_20021023_01,Mujer,68,,,31,1,7.2,3,29,62,127,1.3,102,19.9,232,,"7,097,442,746",1,201,"1,413,572,694",2,Martha Gonzalez Sanchez,30709682303,MAM81021023HDFRRA01,Unidad Médica Familiar 22
